id,name,birthdate,deathdate
7036,Sam Anderson,4/2/47,
7037,Sam Claflin,6/27/86,
7038,Sam Edwards,11/11/59,
7039,Sam Fell,,
7040,Sam Firstenberg,3/13/50,
7041,Sam J. Jones,8/12/54,
7042,Sam Jaeger,1/29/77,
7043,Sam Lerner,9/27/92,
7044,Sam Levinson,,
7045,Sam Lloyd,11/12/63,
7046,Sam Martin,,
7047,Sam McMurray,4/15/52,
7048,Sam Medina,,
7049,Sam Mendes,8/1/65,
7050,Sam Miller,9/28/62,
7051,Sam Peckinpah,2/21/25,12/28/84
7052,Sam Raimi,10/23/59,
7053,Sam Reid,2/19/87,
7054,Sam Riley,1/8/80,
7055,Sam Shepard,11/5/43,
7056,Sam Taylor-Johnson,3/4/67,
7057,Sam Trammell,1/29/69,
7058,Sam Waterston,11/15/40,
7059,Sam Weisman,,
7060,Samaire Armstrong,10/31/80,
7061,Samantha Barks,10/2/90,
7062,Samantha Buck,12/20/74,
7063,Samantha Eggar,3/5/39,
7064,Samantha Esteban,10/25/79,
7065,Samantha Futerman,11/19/87,
7066,Samantha Ivers,11/29/82,
7067,Samantha Mathis,5/12/70,
7068,Samantha McLeod,,
7069,Samantha Morton,5/13/77,
7070,Sameer Ali Khan,,
7071,Sami Gayle,1/22/96,
7072,Samira Wiley,,
7073,Samm Levine,3/12/82,
7074,Sammo Kam-Bo Hung,1/7/52,
7075,Sammy Davis Jr.,12/8/25,5/16/90
7076,Sammy Nagi Njuguna,,
7077,Samuel Davis,12/8/25,5/16/90
7078,Samuel Roukin,8/15/80,
7079,Samuel West,6/19/66,
7080,Sana Saeed,9/22/88,
7081,Sanaa Hamri,,
7082,Sanaa Lathan,9/19/71,
7083,Sandahl Bergman,11/14/51,
7084,Sandra Echeverría,12/11/84,
7085,Sandra Ellis Lafferty,8/2/40,
7086,Sandra Nelson,12/29/64,
7087,Sandra Staggs,,
7088,Sandra Vergara,,
7089,Sandrine Holt,11/19/72,
7090,Sandrine Kiberlain,2/25/68,
7091,Sandy Dennis,,
7092,Sanjay Dutt,7/29/59,
7093,Sanjay Mishra,,
7094,Sanjay Rawal,,
7095,Sanoe Lake,5/19/79,
7096,Santiago Cabrera,5/5/78,
7097,Santiago Segura,7/17/65,
7098,Sara Forestier,10/4/86,
7099,Sara Gilbert,1/29/75,
7100,Sara Newens,,
7101,Sara Stepnicka,,
7102,Sara Stewart,6/28/66,
7103,Sara Sugarman,10/13/65,
7104,Sara-Marie Maltha,11/30/71,
7105,Sarah Butler,2/11/85,
7106,Sarah Callan,,
7107,Sarah Carter,10/30/80,
7108,Sarah Clarke,2/16/72,
7109,Sarah Douglas,12/12/52,
7110,Sarah Drew,10/1/80,
7111,Sarah Gadon,4/4/87,
7112,Sarah Gavron,,
7113,Sarah Kazemy,,
7114,Sarah Lind,7/22/82,
7115,Sarah Michelle Gellar,4/14/77,
7116,Sarah Murphy-Dyson,,
7117,Sarah Parish,6/7/68,
7118,Sarah Polley,1/8/79,
7119,Sarah Rafferty,12/6/72,
7120,Sarah Roemer,8/28/84,
7121,Sarah Silverman,12/1/70,
7122,Sarah Smith,,
7123,Sarah Solemani,9/4/86,
7124,Sarah Steele,9/16/88,
7125,Sarah Wright,9/28/83,
7126,Sarah Wynter,2/15/73,
7127,Sarain Boylan,,
7128,Sariann Monaco,,
7129,Sarik Andreasyan,8/24/84,
7130,Sarita Choudhury,8/18/66,
7131,Sarunyu Wongkrachang,,
7132,Sasha Alexander,5/17/73,
7133,Sasha Roiz,10/21/73,
7134,Satish Kaushik,4/13/56,
7135,Satoshi Tsumabuki,12/13/80,
7136,Saul Dibb,,
7137,Saul Stein,,
7138,Saul Williams,9/19/40,
7139,Saurabh Shukla,3/5/63,
7140,Sayed Badreya,,
7141,Scandar Copti,,
7142,Scarlett Johansson,11/22/84,
7143,Scatman Crothers,5/23/10,11/22/86
7144,Scoot McNairy,11/11/77,
7145,Scott A. Martin,,
7146,Scott Adsit,11/26/65,
7147,Scott Alexander,6/16/63,
7148,Scott Baio,9/22/60,
7149,Scott Cohen,12/19/61,
7150,Scott Cooper,,
7151,Scott Derrickson,7/16/66,
7152,Scott Dow,,
7153,Scott Elrod,2/10/75,
7154,Scott Evans,,
7155,Scott Foley,7/15/72,
7156,Scott Frank,3/10/60,
7157,Scott Glenn,1/26/41,
7158,Scott Grimes,7/9/71,
7159,Scott Handy,7/21/68,
7160,Scott Helvenston,6/21/65,3/31/04
7161,Scott Hicks,3/4/53,
7162,Scott Kalvert,8/15/64,3/5/14
7163,Scott Lawrence,9/27/63,
7164,Scott Levy,,
7165,Scott Mann,,
7166,Scott Marshall,,
7167,Scott Mechlowicz,1/17/81,
7168,Scott Patterson,9/11/58,
7169,Scott Porter,7/14/79,
7170,Scott Reeves,5/16/66,
7171,Scott Schwartz,,
7172,Scott Smith,7/13/65,
7173,Scott Speer,,
7174,Scott Stewart,10/9/54,
7175,Scott Takeda,3/21/67,
7176,Scott Vance,2/22/64,
7177,Scott Walker,,
7178,Scott Waugh,,
7179,Scott Weinger,10/5/75,
7180,Scott Wolf,6/4/68,
7181,Scott Ziehl,,
7182,Scout Taylor-Compton,2/21/89,
7183,Seamus Davey-Fitzpatrick,12/29/98,
7184,Sean Anders,,
7185,Sean Buchanan,9/30/68,
7186,Sean Byrne,,
7187,Sean Cameron Michael,12/24/69,
7188,Sean Connery,8/25/30,
7189,Sean Cook,,
7190,Sean Durkin,,
7191,Sean Harris,,
7192,Sean Hayes,6/26/70,
7193,Sean Huze,1/18/75,
7194,Sean Keenan,1/18/93,
7195,Sean Kingston,2/3/90,
7196,Sean Lennon,10/9/75,
7197,Sean Maher,4/16/75,
7198,Sean McNamara,5/9/62,
7199,Sean Michael Afable,11/20/88,
7200,Sean Patrick Thomas,12/17/70,
7201,Sean Penn,8/17/60,
7202,Sean Pertwee,6/4/64,
7203,Sean Rogerson,9/30/77,
7204,Sean Whalen,5/19/64,
7205,Sean Young,11/20/59,
7206,Sebastian Aguilar,,
7207,Sebastian Blomberg,5/24/72,
7208,Sebastian Koch,5/31/62,
7209,Sebastian Roché,,
7210,Sebastian Schipper,5/8/68,
7211,Sedona James,,
7212,Sedona Legge,,
7213,Seema Biswas,,
7214,Sela Ward,7/11/56,
7215,Selton Mello,12/30/72,
7216,Sendhil Ramamurthy,5/17/74,
7217,Ser'Darius Blain,,
7218,Serdar Akar,,
7219,Seregon O'Dassey,7/3/81,
7220,Serena Grandi,3/23/58,
7221,Serena Scott Thomas,9/21/61,
7222,Sergej Trifunovic,9/2/72,
7223,Sergey Bodrov,6/28/48,
7224,Sergey Bondarchuk,9/25/20,10/20/94
7225,Sergey Garmash,9/1/58,
7226,Sergi López,12/22/65,
7227,Sergio Calderón,12/9/21,1/26/08
7228,Sergio Leone,1/3/29,4/30/89
7229,Sessue Hayakawa,1889-06-10,11/23/73
7230,Seth Ackerman,,
7231,Seth Gabel,10/3/81,
7232,Seth Gilliam,11/5/68,
7233,Seth Gordon,,
7234,Seth MacFarlane,10/26/73,
7235,Seth Meyers,12/28/73,
7236,Seu Jorge,6/8/70,
7237,Seychelle Gabriel,3/25/91,
7238,Seymour Cassel,1/22/35,
7239,Shabana Azmi,9/18/50,
7240,Shad Moss,3/9/87,
7241,Shah Rukh Khan,11/2/65,
7242,Shahab Hosseini,2/3/74,
7243,Shahir Kabaha,,
7244,Shailene Garnett,,
7245,Shailene Woodley,11/15/91,
7246,Shakti Kapoor,9/3/52,
7247,Shana Feste,8/28/76,
7248,Shane Acker,,
7249,Shane Black,12/16/61,
7250,Shane Brolly,3/6/70,
7251,Shane Carruth,,
7252,Shane Dawson,,
7253,Shane Hartline,,
7254,Shane Meadows,12/26/72,
7255,Shane Pollard,,
7256,Shane Rangi,2/3/69,
7257,Shanley Caswell,12/3/91,
7258,Shannen Fields,,
7259,Shannon Elizabeth,9/7/73,
7260,Shannon Tweed,3/10/57,
7261,Shannon Woodward,12/17/84,
7262,Shantel VanSanten,7/25/85,
7263,Sharat Saxena,8/17/50,
7264,Shari Albert,7/9/71,
7265,Shari Springer Berman,7/13/63,
7266,Sharlto Copley,11/27/73,
7267,Sharon Greytak,,
7268,Sharon Lawrence,6/29/61,
7269,Sharon Leal,10/17/72,
7270,Sharon Maguire,,
7271,Sharon Small,1/1/67,
7272,Sharron Miller,,
7273,Shaun Evans,,
7274,Shaun O'Hagan,7/24/69,
7275,Shaun Parkes,2/9/73,
7276,Shaun Sipos,10/30/81,
7277,Shaun Toub,,
7278,Shaun Weiss,8/27/78,
7279,Shauna Macdonald,10/6/70,
7280,Shawn Andrews,10/15/71,
7281,Shawn Christian,12/18/65,
7282,Shawn Doyle,,
7283,Shawn Hatosy,12/29/75,
7284,Shawn Levy,7/23/68,
7285,Shawn Parsons,7/3/77,
7286,Shawn Roberts,,
7287,Shawn Yue,11/13/81,
7288,Shawna Waldron,1/25/82,
7289,Shawnee Smith,7/3/69,
7290,Shazahn Padamsee,10/19/87,
7291,Shea Whigham,1/5/69,
7292,Sheila Hancock,2/22/33,
7293,Shekar,,
7294,Shekhar Kapur,12/6/45,
7295,Shelby Vischer,,
7296,Sheldon Bailey,,
7297,Sheldon Leonard,2/22/07,1/10/97
7298,Sheldon Lettich,1/14/51,
7299,Shelley Conn,9/21/76,
7300,Shelley Duvall,7/7/49,
7301,Shelley Hennig,1/2/87,
7302,Shelley Long,8/23/49,
7303,Shelley Waggener,9/30/64,
7304,Shelley Winters,8/18/20,1/14/06
7305,Shelly Varod,,
7306,Shenae Grimes-Beech,10/24/89,
7307,Shengyi Huang,2/11/83,
7308,Sheridan Smith,6/25/81,
7309,Sherman Alexie,10/7/66,
7310,Sherman Hemsley,2/1/38,7/24/12
7311,Sherri Shepherd,4/22/67,
7312,Sheryl Crow,2/11/62,
7313,Sheryl Lee,12/30/56,
7314,Shidô Nakamura,9/14/72,
7315,Shigeo Kobayashi,,
7316,Shimit Amin,,
7317,Shin'ya Tsukamoto,1/1/60,
7318,Shinji Aramaki,10/2/60,
7319,Shinobu Terajima,12/28/72,
7320,Shintaro Shimosawa,,
7321,Shiree Nelson,9/12/86,
7322,Shiri Appleby,12/7/78,
7323,Shirley Douglas,4/2/34,
7324,Shirley Henderson,11/24/65,
7325,Shirley Jones,3/31/34,
7326,Shirley Knight,7/5/36,
7327,Shô Kosugi,5/25/76,
7328,Shobu Kapoor,,
7329,Shona Auerbach,,
7330,Shona Kay,,
7331,Shriman Umeshanad Brahmachari,,
7332,Shriya Saran,9/11/82,
7333,Shun Oguri,12/26/82,
7334,Shyam Madiraju,,
7335,Si Won Choi,4/7/86,
7336,Sid Caesar,9/8/22,2/12/14
7337,Sid Haig,7/14/39,
7338,Siddharth Anand,,
7339,Siddiq Barmak,9/7/62,
7340,Sidney J. Furie,2/28/33,
7341,Sidney James,5/8/13,4/26/76
7342,Sidney Lumet,6/25/24,4/9/11
7343,Sienna Beckman,,
7344,Sierra McCormick,10/28/97,
7345,Sigrí_ur María Egilsdóttir,,
7346,Sihung Lung,1/1/30,5/2/02
7347,Silvia Colloca,7/23/77,
7348,Silvio Muccino,4/14/82,
7349,Simeon Rice,2/24/74,
7350,Simon Abkarian,3/5/62,
7351,Simón Andreu,1/1/41,
7352,Simon Baker,7/30/69,
7353,Simon Baron-Cohen,,
7354,Simon Callow,6/13/49,
7355,Simon Chandler,,
7356,Simon Curtis,3/11/60,
7357,Simon McBurney,8/25/57,
7358,Simon Merrells,7/14/65,
7359,Simon Napier-Bell,4/22/39,
7360,Simon Rhee,10/28/57,
7361,Simon Wells,,
7362,Simon West,9/25/66,
7363,Simon Wincer,,
7364,Simon Woods,,
7365,Simon Yam,3/19/55,
7366,Simon Yin,6/6/55,3/8/15
7367,Sina Amedson,4/5/82,
7368,Siobhan Fallon Hogan,5/13/61,
7369,Siobhan Marshall,,
7370,Sissy Petropoulou,,
7371,Sissy Spacek,12/25/49,
7372,Siu-Wong Fan,6/19/73,
7373,Ski Carr,,
7374,Skye McCole Bartusiak,9/28/92,7/19/14
7375,Skyler Samuels,4/14/94,
7376,Slash,7/23/65,
7377,Slim Pickens,6/29/19,12/8/83
7378,Sngmoo Lee,,
7379,Snoop Dogg,10/20/71,
7380,Sofia Black-D'Elia,12/23/91,
7381,Sofia Boutella,4/6/82,
7382,Sofia Coppola,5/14/71,
7383,Sofia Vassilieva,10/22/92,
7384,Sofie Gråbøl,7/30/68,
7385,Sol Tryon,,
7386,Soledad Villamil,6/19/69,
7387,Soleyman Pierini,,
7388,Sonam Kinga,,
7389,Sonia Braga,6/8/50,
7390,Sonja Sohn,,
7391,Sonoya Mizuno,,
7392,Sook-Yin Lee,,
7393,Sophia Myles,3/18/80,
7394,Sophie Nélisse,3/27/00,
7395,Sophie Okonedo,8/11/68,
7396,Sophie Rois,6/1/61,
7397,Spela Colja,,
7398,Spencer Breslin,5/18/92,
7399,Spencer Susser,,
7400,Spencer Tracy,4/5/00,6/10/67
7401,Spencer Treat Clark,9/24/87,
7402,Spencer Wilding,7/26/72,
7403,Spike Jonze,10/22/69,
7404,Spike Lee,3/20/57,
7405,Sprague Grayden,7/21/80,
7406,Spring Byington,1886-10-17,9/7/71
7407,Stacie Evans,,
7408,Stacy Edwards,3/4/65,
7409,Stacy Keach,6/2/41,
7410,Stacy Peralta,10/15/57,
7411,Stafford Douglas,,
7412,Stana Roumillac,,
7413,Stanislav Ianevski,5/16/85,
7414,Stanley B. Herman,,
7415,Stanley Blystone,1894-08-01,7/16/56
7416,Stanley Donen,4/13/24,
7417,Stanley Kramer,9/29/13,2/19/01
7418,Stanley Kubrick,7/26/28,3/7/99
7419,Stanley Tong,,
7420,Stanton Barrett,12/1/72,
7421,Stark Sands,9/30/78,
7422,Stefan C. Schaefer,,
7423,Stefan Kapicic,12/1/78,
7424,Stefan Ruzowitzky,12/25/61,
7425,Stefan Schwartz,,
7426,Stefania Sandrelli,6/5/46,
7427,Stefanie Drummond,,
7428,Stefen Fangmeier,12/9/60,
7429,Steffinnie Phrommany,10/2/78,
7430,Stellan Skarsgård,6/13/51,
7431,Stephan Elliott,8/27/64,
7432,Stéphane Aubier,10/8/64,
7433,Stephane Gauger,,
7434,Stéphane Rousseau,9/17/66,
7435,Stephanie Berry,,
7436,Stephanie Danielson,4/11/87,
7437,Stephanie Lemelin,6/29/79,
7438,Stephanie Leonidas,2/14/84,
7439,Stephanie March,7/23/74,
7440,Stephanie Sigman,,
7441,Stephanie Szostak,,
7442,Stephanie Vogt,8/12/75,
7443,Stephen Amell,5/8/81,
7444,Stephen Au,4/26/63,
7445,Stephen Baldwin,5/12/66,
7446,Stephen Boss,11/17/60,
7447,Stephen Boyd,7/4/31,6/2/77
7448,Stephen Carpenter,,
7449,Stephen Carr,,
7450,Stephen Chbosky,1/25/70,
7451,Stephen Chow,6/22/62,
7452,Stephen Colbert,5/13/64,
7453,Stephen Collins,10/1/47,
7454,Stephen Daldry,5/2/60,
7455,Stephen Dillane,3/27/57,
7456,Stephen Frears,6/20/41,
7457,Stephen Gaghan,5/6/65,
7458,Stephen Graham,8/3/73,
7459,Stephen Henderson,8/31/49,
7460,Stephen Herek,2/5/69,
7461,Stephen Hillenburg,8/21/61,
7462,Stephen Hopkins,,
7463,Stephen J. Anderson,,
7464,Stephen Kay,,
7465,Stephen Kijak,,
7466,Stephen Langford,,
7467,Stephen Macht,5/1/42,
7468,Stephen Marcus,6/18/62,
7469,Stephen McCole,,
7470,Stephen McHattie,2/3/47,
7471,Stephen Merchant,11/24/74,
7472,Stephen Milburn Anderson,,5/1/15
7473,Stephen Norrington,,
7474,Stephen Rea,10/31/46,
7475,Stephen Root,11/17/51,
7476,Stephen Sommers,3/20/62,
7477,Stephen Walters,,
7478,Sterling Jerins,6/15/04,
7479,Sterling Van Wagenen,7/2/47,
7480,Stevan Mena,,
7481,Steve Antin,4/19/58,
7482,Steve Bacic,3/13/65,
7483,Steve Bannos,8/5/60,
7484,Steve Barron,5/4/56,
7485,Steve Bastoni,3/4/66,
7486,Steve Beck,,
7487,Steve Bendelack,,
7488,Steve Bisley,12/26/51,
7489,Steve Box,1/23/67,
7490,Steve Boyum,9/4/52,
7491,Steve Burg,,
7492,Steve Buscemi,12/13/57,
7493,Steve Byers,12/31/79,
7494,Steve Carell,8/16/62,
7495,Steve Carr,,
7496,Steve Carver,4/5/45,
7497,Steve Coogan,10/14/65,
7498,Steve Diasparra,,
7499,Steve Duin,,
7500,Steve Earle,1/17/55,
7501,Steve Gomer,,
7502,Steve Gonsalves,,
7503,Steve Guttenberg,8/24/58,
7504,Steve Harris,12/3/65,
7505,Steve Harvey,1/17/57,
7506,Steve Hickner,,
7507,Steve Howey,7/12/77,
7508,Steve Irwin,,
7509,Steve James,,
7510,Steve Le Marquand,12/26/67,
7511,Steve Martino,8/14/45,
7512,Steve McQueen,10/9/69,
7513,Steve Miner,6/18/51,
7514,Steve Oedekerk,11/27/61,
7515,Steve Pemberton,9/1/67,
7516,Steve Pink,,
7517,Steve Railsback,11/16/45,
7518,Steve Rash,,
7519,Steve Reevis,8/14/62,
7520,Steve Schirripa,8/1/58,
7521,Steve Taylor,,
7522,Steve Trenbirth,,
7523,Steve Whitmire,9/24/58,
7524,Steve-O,,
7525,Steven Anthony Lawrence,7/19/90,
7526,Steven Bauer,12/2/56,
7527,Steven Berkoff,8/3/37,
7528,Steven Brill,,
7529,Steven Christopher Parker,1/8/89,
7530,Steven E. de Souza,11/17/47,
7531,Steven Elder,,
7532,Steven Hill,2/24/22,8/23/16
7533,Steven Mackintosh,4/30/67,
7534,Steven Michael Quezada,2/15/63,
7535,Steven Quale,,
7536,Steven R. Monroe,9/15/64,
7537,Steven Seagal,4/10/52,
7538,Steven Shainberg,2/5/63,
7539,Steven Soderbergh,1/14/63,
7540,Steven Spielberg,12/18/46,
7541,Steven Waddington,,
7542,Steven Weber,3/4/61,
7543,Steven Yeun,12/21/83,
7544,Steven Zaillian,1/30/53,
7545,Stevie Wonder,5/13/50,
7546,Stewart Hendler,12/22/78,
7547,Stewart Raffill,1/27/42,
7548,Stian Smestad,3/12/76,
7549,Sticky Fingaz,11/3/73,
7550,Stig Bergqvist,4/28/62,
7551,Stig Frode Henriksen,,
7552,Stiles White,,
7553,Stockard Channing,2/13/44,
7554,Stuart Baird,1/14/47,
7555,Stuart Beattie,,
7556,Stuart Gillard,4/28/50,
7557,Stuart Gordon,8/11/47,
7558,Stuart Hazeldine,6/10/71,
7559,Stuart Margolin,1/31/40,
7560,Stuart Whitman,2/1/28,
7561,Stuart Wilson,,
7562,Sue Corcoran,,
7563,Sullivan Stapleton,6/14/77,
7564,Sumalee Montano,8/3/72,
7565,Summer Napoles,,
7566,Summer Phoenix,12/10/78,
7567,Sung-jun Yoo,,
7568,Sung-kee Ahn,1/1/52,
7569,Sunil Narkar,,
7570,Sunil Shetty,8/11/61,
7571,Sunny Mabrey,11/28/75,
7572,Suraj Sharma,3/21/93,
7573,Susan Blommaert,10/13/47,
7574,Susan Chambers,,
7575,Susan Clark,3/8/40,
7576,Susan Gardner,,
7577,Susan Hampshire,5/12/37,
7578,Susan Hogan,,
7579,Susan May Pratt,2/8/74,
7580,Susan Seidelman,12/11/52,
7581,Susan Stroman,10/17/54,
7582,Susan Tyrrell,3/18/45,6/16/12
7583,Susan Ward,4/15/76,
7584,Susanna Thompson,1/27/58,
7585,Susanna White,,
7586,Susannah York,1/9/39,1/15/11
7587,Susanne Bier,4/15/60,
7588,Susanne Lothar,11/15/60,7/21/12
7589,Susie Abromeit,11/15/82,
7590,Susie Essman,5/31/55,
7591,Sut Jhally,5/29/55,
7592,Suzi Lorraine,2/15/78,
7593,Suzie Plakson,6/3/58,
7594,Suzie Steen,,
7595,Sven Nordin,2/6/57,
7596,Sven-Ole Thorsen,9/24/44,
7597,Swami Krishnanad,,
7598,Swoosie Kurtz,9/6/44,
7599,Syamsul Arifin,,
7600,Sydelle Noel,,
7601,Sydney Penny,8/7/71,
7602,Sydney Pollack,7/1/34,5/26/08
7603,Sylvain Chomet,11/10/63,
7604,Sylvain White,,
7605,Sylvester Stallone,7/6/46,
7606,Sylvia Eckhausen,1889-07-20,9/3/67
7607,Sylvia Syms,1/6/34,
7608,Sylvio Tabet,,
7609,Synnøve Macody Lund,,
7610,T.C. Stallings,12/1/77,
7611,T.I.,9/25/80,
7612,T.J. Storm,,
7613,T.J. Thyne,3/7/75,
7614,T.R. Silambarasan,2/3/83,
7615,T.V. Carpio,,
7616,Tabu,11/4/71,
7617,Tac Fitzgerald,7/5/81,
7618,Tadanobu Asano,11/27/73,
7619,Tadeo Garcia,1/31/77,
7620,Taedong Park,,
7621,Taika Waititi,8/16/75,
7622,Takao Okawara,12/20/49,
7623,Takashi Miike,8/24/60,
7624,Takashi Shimizu,7/27/72,
7625,Takashi Shimura,3/12/05,2/11/82
7626,Takeshi Kaneshiro,10/11/73,
7627,Takeshi Kitano,1/18/47,
7628,Takeshi Kusao,11/20/65,
7629,Takuya Kimura,11/13/72,
7630,Tal Bachman,8/13/68,
7631,Talia Shire,4/25/46,
7632,Talia Zucker,,
7633,Taliesin Jaffe,1/19/77,
7634,Talisa Soto,3/27/67,
7635,Talulah Riley,9/26/85,
7636,Tamala Jones,11/12/74,
7637,Tamannaah Bhatia,12/21/89,
7638,Tamar Novas,10/3/86,
7639,Tamara Glynn,,
7640,Tamara Jenkins,5/2/62,
7641,Tamara Taylor,9/27/70,
7642,Tamara Toumanova,3/2/19,5/29/96
7643,Tamara Tunie,3/14/59,
7644,Tammin Sursok,8/19/83,
7645,Tammy Blanchard,12/14/76,
7646,Tammy Davis,11/6/58,
7647,Tamra Davis,1/22/62,
7648,Tamsin Egerton,11/26/88,
7649,Tania Saulnier,3/5/82,
7650,Tanner Beard,9/16/84,
7651,Tannishtha Chatterjee,,
7652,Tanya Roberts,10/15/55,
7653,Tanya van Graan,12/13/83,
7654,Tao Okamoto,5/22/85,
7655,Tara Fitzgerald,9/18/67,
7656,Tara Platt,6/18/78,
7657,Tara Strohmeier,,
7658,Tara Subkoff,12/10/72,
7659,Taran Killam,4/1/82,
7660,Taron Egerton,11/10/89,
7661,Tarsem Singh,5/26/61,
7662,Tasha Smith,2/28/71,
7663,Tate Donovan,9/25/63,
7664,Tate Taylor,6/3/69,
7665,Tatiana Suarez-Pico,7/31/81,
7666,Tatsuo Matsumura,12/18/14,6/18/05
7667,Tatum O'Neal,11/5/63,
7668,Tatyana Ali,1/24/79,
7669,Tawny Kitaen,8/5/61,
7670,Tay Garnett,1894-06-13,10/3/77
7671,Taylor Blackwell,,
7672,Taylor Cole,4/29/84,
7673,Taylor Dooley,2/26/93,
7674,Taylor Hackford,12/31/44,
7675,Taylor Handley,6/1/84,
7676,Taylor Lautner,2/11/92,
7677,Taylor Negron,8/1/57,1/10/15
7678,Taylor Nichols,3/3/59,
7679,Taylor Pigeon,,
7680,Tchéky Karyo,10/4/53,
7681,Teala Dunn,12/8/96,
7682,Ted Cassidy,7/31/32,1/16/79
7683,Ted Danson,12/29/47,
7684,Ted de Corsia,9/29/05,4/11/73
7685,Ted Demme,10/26/63,1/13/02
7686,Ted Kotcheff,4/7/31,
7687,Ted Markland,1/15/33,12/18/11
7688,Ted Post,3/31/18,8/20/13
7689,Ted Raimi,12/14/65,
7690,Ted Wass,10/27/52,
7691,Teddy Chan,,
7692,Teddy Doloir,,
7693,Teddy Sears,4/6/77,
7694,Telly Savalas,1/21/22,1/22/94
7695,Tempestt Bledsoe,8/1/73,
7696,Temple Grandin,8/29/47,
7697,Temuera Morrison,12/26/60,
7698,Tencho Gyalpo,,
7699,Tenoch Huerta,,
7700,Tenzin Thuthob Tsarong,,
7701,Teo Halm,,
7702,Terence Bernie Hines,4/9/69,
7703,Terence Davies,11/10/45,
7704,Terence Hill,3/29/39,
7705,Terence Maynard,,
7706,Terence Yin,5/19/75,
7707,Terence Young,6/20/15,9/7/94
7708,Teresa Wright,10/27/18,3/6/05
7709,Teri Garr,12/11/47,
7710,Teri Polo,6/1/69,
7711,Terrance Zdunich,,
7712,Terrence Malick,11/30/43,
7713,Terron R. Parsons,,
7714,Terry,11/30/43,
7715,Terry Funk,6/30/44,
7716,Terry George,12/20/52,
7717,Terry Gilliam,11/22/40,
7718,Terry Jones,2/1/42,
7719,Terry Kinney,1/29/54,
7720,Terry Kiser,8/1/39,
7721,Terry O'Neill,,
7722,Terry Pheto,,
7723,Terry Walters,,
7724,Terry Zwigoff,5/18/49,
7725,Terumi Matthews,7/6/65,
7726,Teryl Rothery,11/9/62,
7727,Tessa Thompson,10/3/83,
7728,Tesshô Genda,5/20/48,
7729,Tetsu Watanabe,,
7730,Texas Battle,8/9/76,
7731,Teyonah Parris,,
7732,Thaddeus O'Sullivan,,
7733,The Dalai Lama,7/6/35,
7734,The Edge,8/8/61,
7735,Thea Sharrock,,
7736,Thekla Reuten,9/16/75,
7737,Thelma Ritter,2/14/02,2/5/69
7738,Theo James,12/16/84,
7739,Theodore Bikel,5/2/24,7/21/15
7740,Theodore Melfi,,
7741,Theodore Witcher,,
7742,Theresa Merritt,9/24/24,6/12/98
7743,Theresa Randle,12/27/64,
7744,Theresa Russell,3/20/57,
7745,Thierry Harcourt,,
7746,Thom Mathews,11/28/58,
7747,Thomas Bezucha,3/8/64,
7748,Thomas Bo Larsen,11/27/63,
7749,Thomas Brophy,,
7750,Thomas Carter,7/17/53,
7751,Thomas F. Wilson,,
7752,Thomas Horn,,
7753,Thomas Ian Griffith,3/18/62,
7754,Thomas Ian Nicholas,7/10/80,
7755,Thomas Kretschmann,9/8/62,
7756,Thomas L. Phillips,12/30/74,
7757,Thomas Law,12/17/92,
7758,Thomas Lennon,,
7759,Thomas Lilti,,
7760,Thomas McDonell,5/2/86,
7761,Thomas Middleditch,3/10/82,
7762,Thomas Mitchell,1892-07-11,12/17/62
7763,Thomas Robinson,,
7764,Thomas Stroppel,,
7765,Thomas Vinterberg,5/19/69,
7766,Thor Freudenthal,10/20/72,
7767,Thorbjørn Christoffersen,,
7768,Thure Lindhardt,12/24/74,
7769,Ti West,10/5/80,
7770,Tia Carrere,1/2/67,
7771,Tiago Riani,,
7772,Tichina Arnold,6/28/69,
7773,Tiffany Bolling,2/6/47,
7774,Tiffany Dupont,3/22/81,
7775,Tiffany Helm,5/12/64,
7776,Tiffany Lamb,,
7777,Tika Sumpter,6/20/80,
7778,Tim Abell,7/1/58,
7779,Tim Bagley,8/17/57,
7780,Tim Blake Nelson,5/11/64,
7781,Tim Boxell,,
7782,Tim Burton,8/25/58,
7783,Tim Chambers,,
7784,Tim Choate,10/11/54,9/24/04
7785,Tim Conway,12/15/33,
7786,Tim Daly,3/1/56,
7787,Tim DeKay,6/12/63,
7788,Tim DeZarn,7/11/52,
7789,Tim Fywell,10/3/51,
7790,Tim Guinee,11/18/62,
7791,Tim Gunn,7/29/53,
7792,Tim Healy,1/29/52,
7793,Tim Heidecker,2/3/76,
7794,Tim Hill,,
7795,Tim Holmes,,
7796,Tim Hunter,6/15/47,
7797,Tim Johnson,3/17/65,
7798,Tim Matheson,12/31/47,
7799,Tim McCanlies,,
7800,Tim McGraw,5/1/67,
7801,Tim McInnerny,9/18/56,
7802,Tim Meadows,2/5/61,
7803,Tim Miller,2/28/70,
7804,Tim Pigott-Smith,5/13/46,
7805,Tim Rice,11/10/44,
7806,Tim Robbins,10/16/58,
7807,Tim Rose,7/17/56,
7808,Tim Russ,6/22/56,
7809,Tim Story,3/13/70,
7810,Tim Thomerson,4/8/46,
7811,Tim Williams,2/14/66,
7812,Timothée Chalamet,,
7813,Timothy Björklund,,
7814,Timothy Bottoms,8/30/51,
7815,Timothy Hines,,
7816,Timothy Hutton,8/16/60,
7817,Timothy Patrick Quill,,
7818,Timothy Van Patten,6/10/59,
